Id,Timestamp,Version,Provider,Collection
5c706c4b87a6c94c888747a4,1550871601,1,corva,torque-and-drag.hookload-trend
Activity,hole_depth,is_extended
Rotary Drilling,17539.2,true

Id,hole_size,type,id
5c66c6e3e4506f4f01629fc8,8.75,DrillString,10


end_timestamp,start_timestamp
1550299759,1550255646

end_timestamp,start_timestamp
1550255645,1550255596

start_timestamp
1550299760
start_timestamp,end_timestamp
1550255596,1550871601


Curves Slack Off Casing Friction Factor,Curves Slack Off Openhole Friction Factor
0.15,0.1,

Curves Slack Off Measured Depth,Curves Slack Off Hookload
1550281773,9898.85,250.4,0,0,0,48
1550282010,9990.1,252.9,0,0,0,48
1550282253,10080.2,254.9,0,0,0,48
1550282468,10153.25,251.55,0,0,0,54
1550282530,10180.2,227.6,0,0,0,30
1550287901,10497,259.8,0.42,0,0,18
1550301378,11381.2,277.2,0.23,0,0,18
1550312590,11496.55,274.45,0.92,0,0,30
1550348691,11954.95,271.15,0.12,0,0,36
1550394980,12528.85,273.65,0.92,0,0,24
1550443418,12991.9,264.4,0.84,0,0,36
1550479868,13469.7,263.7,1.11,0,0,30
1550499584,13651.4,266.1,0.73,0,0,30
1550529764,13933.05,259.8,0.9,0,0,36
1550574731,14513.25,260.6,1.72,0,0,24
1550580491,14601.8,258.5,1.38,0,0,30
1550608277,14977.3,257.5,0.84,0,0,36
1550650854,15555.4,255.75,1.38,0,0,24
1550689089,15884.35,257.05,0.71,0.2,0,30
1550689488,15906.2,246.9,0.46,0,0,48
1550779376,16696.8,268.4,1.34,0,0,42
1550779943,16697,259.8,0.08,0,0,45
1550779905,16697,260,0,0,0,42
1550790287,16780.7,232.7,0,0,0,30

Wash Down Timestamp,Wash Down Measured Depth,Wash Down Hookload,Wash Down Torque,rotary_rpm,mud_flow_in,string_velocity
1550323584,11601.9,272.4,0.46,0,594.1,18
1550354444,12066.7,266.3,0.8,0,600.7,18
1550416889,12728.9,261.5,2.04,0,616,12
1550510170,13771.2,253.2,2.02,0,615.3,12
1550600505,14903.65,254.1,0.06,0.1,618.2,18
1550610438,14996.2,250.3,1.34,0,618.2,18
1550611426,15001.45,253.95,0,0,618.2,18
1550614310,15016,248.3,1.72,0,618.2,30
1550624775,15188,253.5,2.92,0,590.2,18
1550626962,15195.3,265.6,3.32,0,590.2,24
1550717104,16220.65,244.25,1.79,0,606.3,18
1550722879,16246.1,239.8,3.9,0,606.3,24
1550728084,16314,246.7,0,0,607,27
1550732489,16315.05,262.4,0.88,0,580.9,48
1550732408,16321,241.4,1.3,0,606.3,30
1550734038,16323.3,240.55,0.46,0,568.8,36
1550737631,16326.3,240.9,0.59,0,571.8,30
1550737869,16331.6,250.1,0.76,0,601.3,36
1550741036,16342.85,248.05,4.7,0,602,48
1550749344,16409.25,263.3,1.79,0,602.8,36
1550750567,16413.8,233.8,0.04,0.1,602.8,12
1550793968,16795,230.85,2.24,0,599.2,48
1550794511,16795.15,233.5,0.29,0,600,24
1550795458,16795.3,234.3,0.04,0,599.2,42
1550794121,16795.4,228.2,0.04,0.1,600,54
1550794390,16800.3,261.75,0.38,0,599.2,30
1550799154,16802.55,227.4,3.29,0,599.2,42
1550800187,16809.1,229.7,1.45,0,599.2,57
1550800218,16809.7,232.05,0.71,0,599.2,54
1550801149,16811.05,244.05,0.42,0,568.5,30
1550801097,16814.05,255.2,0.61,0,568.5,24
1550806308,16843.7,261.05,1.76,0,567.7,48
1550808640,16882.7,253,1.22,0,598.5,24
1550815551,16978,231.9,0,2.7,599.2,36
1550819024,16996.4,226.4,0.15,0,568.5,39
1550821574,17012.7,252.4,3.63,0,597.8,30
1550830826,17165.7,260.15,0,0.5,599.2,18
1550832648,17166.65,278.05,2.25,0,598.9,18
1550832765,17169.3,238.65,0.61,0,599.2,30
1550832700,17170,242.6,1.57,0,598.5,18
1550844434,17267,253.7,3.13,0,567.7,12

Rotaryoff Bottom Timestamp,Rotaryoff Bottom Measured Depth,Rotaryoff Bottom Hookload,Rotaryoff Bottom Torque,rotary_rpm,mud_flow_in,string_velocity
1550283438,10131.4,263.9,7.2,30.7,593.4,0
1550283842,10152.2,263.4,7.56,30.1,594.1,6
1550284177,10171.2,260.5,8.94,30,594.1,6
1550284563,10190.95,261.4,7.79,30.1,594.8,0
1550285895,10282.9,260.5,7.26,30.1,594.8,6
1550287150,10443,265.8,6.53,30.1,594.5,0
1550287283,10448,267.1,7.37,30.1,594.8,0
1550288127,10499.8,266.3,7.26,59.6,595.6,0
1550288536,10552.8,267.75,10.33,60.2,594.8,6
1550290576,10743.9,271.7,8.61,60.3,594.5,6
1550290615,10746.7,270.5,8.29,60.1,594.8,6
1550291965,10866.2,281.3,8.06,60.2,594.8,6
1550292805,10957.05,281.05,8.27,60.1,594.5,6
1550293685,11038.2,277.6,8.82,60.3,594.1,6
1550293718,11040.8,277.4,8.29,60.3,594.1,6
1550295242,11188.65,282.05,9.49,60.6,594.1,6
1550297450,11317.9,281.1,6.68,100.1,594.1,0
